Label,Estimate,Margin of Error
    Women 15 to 50 years,"22,957","±2,443"
        Women 15 to 50 years who had a birth in the past 12 months,627,±349
            Unmarried women 15 to 50 years who had a birth in the past 12 months,N,N
                As a percent of all women with a birth in the past 12 months,23.1%,±20.5
