Label,Estimate,Margin of Error
    Women 15 to 50 years,"24,154","±3,084"
        Women 15 to 50 years who had a birth in the past 12 months,719,±356
            Unmarried women 15 to 50 years who had a birth in the past 12 months,N,N
                As a percent of all women with a birth in the past 12 months,N,N
